,Ticker,Sector,Sub-Sector,Country,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
44,EXPD,Services , Air Delivery & Freight Services , USA,S&P; 500,25.04,2.92,0.20%,175.42M,-0.35%,12.83B,21.77,3.36,-11.88%,173.95M,1.22%,526.10M,2.25,0.80,97.00%,4.52%,1.72%,7.52B,1.71,5.10%,-0.05%,5.88,14.86%,10.81,6.77,6.00%,18.00%,65.08,31.60%,5.82,12.57,11.13%,28.80%,54.69 - 78.16,13.05%,0.90,29.61,9.50%,21.70%,-6.44%,0.69,1.23%,2.10,2.90%,33.30%,33.72%,1.66,16500,2.10,17.10%,10.10%,44.01,1.76% 2.20%,Yes,0.00,31.70%,7.50%,1.32,72.00,Yes,0.00,Aug 07 BMO,27.30%,1.34M,73.13,3.20,-1.75%,-1.66%,9.07%,"1,765,452",1.57%
45,FFIV,Technology , Business Software & Services , USA,S&P; 500,23.55,7.60,0.20%,60.97M,-0.02%,10.91B,17.17,10.43,-52.68%,60.67M,1.25%,475.20M,2.73,2.63,-,6.77%,4.63%,2.14B,5.11,20.70%,1.05%,6.32,24.71%,20.76,8.62,8.28%,18.20%,170.21,50.94%,17.79,10.06,8.63%,36.90%,114.63 - 183.27,36.38%,-,15.03,13.50%,33.30%,-2.35%,0.74,-,1.50,8.70%,83.20%,56.12%,3.80,4366,1.60,4.70%,27.40%,54.27,1.67% 2.18%,Yes,0.00,31.20%,21.40%,0.84,181.55,Yes,0.00,Jul 25 AMC,0.00%,650.09K,178.96,2.70,2.14%,1.61%,17.59%,"544,692",-1.43%
46,FDX,Services , Air Delivery & Freight Services , USA,S&P; 500,22.49,10.82,5.70%,270.03M,-0.82%,65.75B,12.16,20.02,-0.83%,245.52M,5.33%,2.95B,1.67,3.82,76.30%,1.85%,-1.47%,65.45B,1.00,-2.30%,0.13%,2.89,1.10%,73.55,3.31,15.54%,9.00%,286.24,16.46%,12.09,20.14,13.44%,25.40%,204.69 - 274.66,-2.43%,2.60,-,4.80%,9.60%,-11.35%,1.48,1.07%,1.30,8.10%,71.80%,18.95%,4.02,166000,1.40,10.10%,7.40%,48.74,1.43% 1.60%,Yes,0.85,3.70%,7.00%,0.58,243.70,Yes,0.79,Sep 17 AMC,10.50%,1.58M,243.48,1.90,0.93%,0.38%,-0.23%,"915,322",-0.09%
47,FISV,Services , Business Services , USA,S&P; 500,28.59,2.75,0.30%,408.40M,1.43%,32.14B,22.38,3.52,-17.29%,403.61M,2.00%,1.16B,2.38,0.77,92.00%,1.20%,8.87%,5.78B,5.56,6.90%,0.20%,2.96,13.71%,6.98,11.27,12.15%,14.20%,79.40,26.21%,0.85,92.35,12.00%,53.30%,59.85 - 80.00,20.02%,-,29.30,15.60%,14.40%,-1.64%,0.79,-,1.10,5.10%,47.70%,31.48%,1.17,24000,1.10,2.50%,30.50%,60.75,1.56% 1.61%,Yes,1.69,18.00%,25.10%,1.20,79.03,Yes,1.69,Jul 31 AMC,0.00%,1.64M,78.69,2.40,2.10%,3.29%,11.07%,"1,972,669",-0.43%
48,FMC,Basic Materials , Chemicals - Major Diversified , USA,S&P; 500,21.36,3.92,0.70%,136.72M,-5.98%,11.46B,12.26,6.84,-7.44%,133.36M,-4.51%,533.20M,0.76,0.93,90.10%,3.77%,-8.70%,4.10B,2.79,80.50%,-0.27%,4.37,-1.72%,22.23,3.77,12.55%,11.20%,104.71,-0.91%,2.39,35.10,28.00%,36.40%,72.73 - 98.70,-11.48%,0.66,185.97,-11.60%,5.40%,-15.11%,1.66,0.79%,1.20,-3.30%,44.30%,15.21%,2.05,7000,1.60,92.20%,14.10%,37.20,2.62% 2.10%,Yes,1.02,180.70%,23.90%,0.89,85.63,Yes,0.97,Aug 01 AMC,9.10%,1.15M,83.79,2.10,-4.38%,-5.12%,-4.39%,"1,025,953",-2.15%
49,FBHS,Consumer Goods , Home Furnishings & Fixtures , USA,S&P; 500,18.66,2.91,0.60%,146.28M,-3.33%,7.93B,13.02,4.17,-0.57%,141.51M,-3.45%,442.00M,1.54,1.06,89.20%,2.90%,-3.85%,5.41B,1.47,10.40%,-2.17%,2.30,-14.12%,15.00,3.62,14.04%,8.40%,66.50,-15.10%,2.36,22.96,12.10%,19.10%,52.63 - 73.62,-20.75%,0.80,28.33,34.90%,12.20%,-26.32%,1.30,1.47%,1.00,11.00%,36.50%,3.06%,1.18,23800,1.50,4.70%,12.30%,41.11,1.79% 2.28%,Yes,0.99,-1.40%,8.50%,0.39,54.17,Yes,0.83,Jul 26 AMC,24.70%,1.78M,54.24,2.30,-3.23%,-2.77%,-11.48%,"690,839",0.13%
50,GRMN,Technology , Scientific & Technical Instruments , Switzerland,S&P; 500,19.86,3.21,2.10%,199.94M,-1.23%,12.72B,18.76,3.39,-62.22%,133.43M,-0.66%,605.90M,3.55,0.76,43.00%,7.68%,6.62%,3.24B,3.93,36.50%,0.67%,11.24,-0.56%,19.94,3.19,2.82%,12.30%,62.50,23.81%,5.60,11.36,5.59%,15.90%,50.85 - 65.96,6.83%,2.12,43.50,5.90%,17.70%,-3.52%,1.03,3.33%,2.00,2.60%,58.20%,25.14%,0.96,12300,2.50,7.60%,21.90%,50.46,1.21% 1.47%,Yes,0.00,7.00%,18.70%,1.11,64.18,Yes,0.00,Aug 01 BMO,63.90%,912.20K,63.64,3.10,-0.50%,1.75%,4.39%,"1,014,685",-0.84%
51,GGP,Financial , REIT - Retail , USA,S&P; 500,36.71,0.58,0.10%,961.97M,-0.47%,20.59B,41.15,0.52,0.00%,956.64M,3.38%,554.20M,6.44,0.12,93.70%,1.59%,5.42%,2.36B,8.71,-50.30%,-1.16%,1.63,-1.65%,8.65,2.47,4.63%,2.40%,22.70,1.42%,0.20,105.73,5.70%,6.80%,18.83 - 24.23,-8.51%,0.88,34.96,27.90%,4.10%,-11.68%,0.85,4.11%,-,-0.80%,69.30%,13.65%,0.26,1700,-,4.90%,34.80%,55.29,0.95% 1.44%,Yes,1.58,-27.60%,24.00%,0.56,21.45,Yes,1.58,Aug 01,143.20%,9.34M,21.40,2.30,0.61%,2.33%,-0.51%,"5,273,107",-0.23%
52,GILD,Healthcare , Biotechnology , USA,S&P; 500,12.79,5.85,0.40%,1.30B,-2.69%,97.54B,11.37,6.58,-7.08%,1.29B,-3.06%,7.69B,-,1.61,80.90%,1.12%,10.79%,23.20B,4.20,-22.80%,0.05%,2.19,-8.53%,16.70,4.48,0.18%,3.30%,87.87,2.35%,19.89,3.76,-5.54%,10.10%,64.27 - 89.54,4.47%,2.28,17.50,36.20%,19.90%,-16.42%,1.07,3.05%,2.90,21.90%,80.70%,16.45%,1.46,10000,3.00,-20.90%,45.40%,43.36,1.91% 1.86%,Yes,1.34,-40.80%,9.50%,1.79,77.31,Yes,1.20,Jul 25 AMC,128.20%,6.58M,74.84,2.10,-3.46%,0.40%,-0.13%,"11,798,591",-3.19%
53,GWW,Services , Industrial Equipment Wholesale , USA,S&P; 500,26.32,13.60,1.80%,56.33M,1.52%,20.16B,19.91,17.98,-6.80%,46.46M,17.36%,772.00M,1.91,3.92,79.70%,9.17%,16.82%,10.90B,1.85,1.00%,-1.61%,6.13,35.19%,33.76,10.60,12.05%,13.20%,325.55,116.80%,5.55,64.51,13.80%,43.50%,155.00 - 365.00,51.49%,5.44,35.87,0.90%,18.20%,-1.95%,0.83,1.52%,1.30,3.10%,38.90%,130.90%,8.19,24400,2.40,9.40%,11.10%,67.02,1.85% 2.30%,Yes,1.21,149.20%,7.10%,0.89,361.40,Yes,1.17,Jul 18 BMO,37.90%,694.74K,357.89,3.00,3.85%,10.55%,30.71%,"621,277",-0.97%
54,HRS,Technology , Communication Equipment , USA,S&P; 500,27.65,5.89,0.20%,119.62M,-1.02%,19.47B,17.99,9.05,-25.03%,118.50M,7.36%,713.00M,1.62,1.71,87.90%,1.47%,5.92%,6.18B,3.15,5.00%,-0.88%,2.52,5.05%,26.49,6.15,15.44%,5.10%,183.70,35.90%,3.70,43.96,17.09%,17.10%,117.46 - 170.54,14.93%,2.28,72.39,1.30%,11.60%,-4.54%,1.23,1.40%,0.70,1.60%,35.80%,38.60%,2.90,17000,1.10,5.30%,17.70%,61.40,1.24% 2.03%,Yes,1.34,6.00%,8.30%,0.86,164.90,Yes,1.08,Jul 31 BMO,51.30%,687.92K,162.80,1.80,2.88%,7.10%,7.73%,"591,106",-1.27%
55,HCP,Financial , REIT - Healthcare Facilities , USA,S&P; 500,159.88,0.17,0.20%,471.79M,2.95%,12.67B,50.21,0.54,2.29%,468.77M,5.04%,79.20M,63.95,0.11,92.20%,1.83%,15.13%,1.85B,6.86,18.80%,1.59%,2.63,23.38%,10.95,2.45,10.77%,0.40%,26.47,-7.86%,0.19,138.65,2.50%,1.20%,21.48 - 30.59,2.99%,1.48,-,-12.60%,2.60%,-12.19%,0.24,5.51%,-,-0.30%,62.10%,25.05%,0.48,190,-,-50.60%,16.60%,66.45,1.53% 2.06%,Yes,1.44,-81.40%,3.40%,0.94,26.28,Yes,1.44,Aug 02 BMO,-,3.27M,26.86,2.80,3.19%,5.69%,9.62%,"3,085,599",2.21%
56,HPE,Technology , Communication Equipment , USA,S&P; 500,96.57,0.17,0.10%,1.54B,-0.80%,24.74B,10.44,1.54,-89.00%,1.51B,2.36%,280.00M,-,0.37,84.50%,1.70%,-9.08%,29.01B,0.85,-86.00%,0.06%,2.43,-0.74%,15.42,1.04,4.99%,4.60%,19.58,16.43%,6.80,2.36,-7.77%,11.60%,12.81 - 19.48,11.63%,0.45,171.83,15.20%,2.10%,-17.69%,-,2.81%,0.90,-13.90%,27.20%,25.09%,0.30,66000,1.00,9.70%,-2.40%,55.89,1.78% 1.86%,Yes,0.58,314.90%,10.00%,0.97,15.99,Yes,0.42,Sep 04 AMC,15.30%,10.57M,16.03,2.50,1.99%,3.15%,0.29%,"10,206,895",0.25%
57,HON,Industrial Goods , Diversified Machinery , USA,S&P; 500,35.35,4.33,0.20%,752.85M,-1.30%,115.32B,17.24,8.89,-8.32%,739.79M,3.16%,3.31B,3.35,1.98,76.00%,0.90%,3.82%,42.28B,2.73,-30.70%,-0.47%,2.52,1.86%,23.61,6.49,9.23%,2.80%,172.76,11.47%,13.08,11.71,10.54%,8.90%,134.50 - 165.13,-0.12%,2.98,33.71,3.10%,9.60%,-7.24%,1.01,1.95%,1.10,1.50%,31.00%,13.89%,2.30,131000,1.40,8.30%,17.30%,48.87,1.23% 1.45%,Yes,0.97,-6.70%,3.90%,0.85,154.13,Yes,0.71,Jul 20 BMO,131.40%,2.65M,153.18,1.90,-1.16%,1.81%,1.78%,"2,264,054",-0.62%
58,HUM,Healthcare , Health Care Plans , USA,S&P; 500,30.54,10.68,0.20%,137.33M,0.58%,44.78B,19.05,17.12,-44.11%,137.28M,3.89%,1.51B,2.01,4.23,96.00%,1.27%,12.52%,55.01B,0.81,335.80%,-0.18%,3.17,21.92%,74.12,4.40,20.80%,4.30%,352.29,32.12%,58.63,5.56,15.23%,13.20%,231.90 - 330.96,31.45%,2.00,16.55,18.90%,18.90%,-1.47%,0.94,0.61%,-,6.60%,-,40.62%,4.62,45900,-,5.40%,4.10%,62.07,1.32% 1.40%,Yes,0.51,-67.80%,2.50%,0.70,329.34,Yes,0.47,Aug 01 BMO,17.50%,549.26K,326.10,1.90,1.92%,5.05%,16.47%,"381,783",-0.98%
59,INFO,Services , Business Services , United Kingdom,S&P; 500,46.65,1.15,0.30%,392.53M,-0.58%,21.02B,20.86,2.57,-69.38%,362.97M,1.34%,471.60M,4.14,0.55,99.30%,1.59%,3.72%,3.79B,5.55,120.60%,0.91%,3.29,16.16%,19.83,2.70,12.59%,4.20%,55.79,15.43%,0.41,132.20,11.27%,7.70%,42.40 - 54.41,18.60%,-,24.69,7.50%,4.70%,-1.58%,0.77,-,1.40,33.10%,63.20%,26.30%,0.86,13000,1.40,11.30%,16.10%,54.04,0.95% 1.42%,Yes,0.57,18.90%,16.00%,0.99,54.18,Yes,0.56,Jun 26 BMO,0.00%,1.76M,53.55,2.20,0.10%,2.34%,10.62%,"1,744,348",-1.16%
60,IR,Industrial Goods , Diversified Machinery , Ireland,S&P; 500,17.49,5.60,0.40%,248.78M,0.30%,24.36B,15.79,6.20,-10.48%,244.30M,7.71%,1.42B,1.34,1.71,85.80%,0.91%,10.62%,15.03B,1.62,-8.20%,0.81%,1.59,8.31%,27.42,3.57,12.24%,7.70%,107.57,13.57%,3.90,25.12,13.05%,20.10%,79.63 - 99.00,9.77%,2.12,32.76,15.30%,14.00%,-1.11%,1.36,2.17%,0.90,3.40%,31.10%,22.94%,1.64,46000,1.30,11.50%,11.80%,62.63,1.68% 1.68%,Yes,0.64,34.60%,9.30%,1.50,97.04,Yes,0.55,Jul 25 BMO,32.30%,1.40M,97.90,2.20,2.38%,5.77%,9.94%,"2,096,637",0.89%
61,IP,Consumer Goods , Packaging & Containers , USA,S&P; 500,15.23,3.35,0.20%,415.39M,-3.68%,21.18B,9.01,5.66,-5.43%,400.75M,-3.99%,1.40B,1.02,1.56,90.00%,1.66%,-7.32%,22.68B,0.93,10.00%,4.79%,2.41,-12.64%,16.56,3.08,7.61%,-,64.50,-4.55%,2.58,19.74,14.99%,-,50.00 - 66.94,-11.98%,1.90,-,5.40%,7.30%,-23.81%,1.53,3.73%,1.10,-0.10%,30.50%,2.00%,0.99,56000,1.60,8.40%,-,36.23,1.89% 1.81%,Yes,1.68,407.90%,-,1.03,51.82,Yes,1.58,Jul 26 BMO,-,2.76M,51.00,2.00,-3.20%,-5.13%,-8.43%,"2,854,696",-1.58%
62,ISRG,Healthcare , Medical Instruments & Supplies , USA,S&P; 500,53.54,9.76,0.70%,113.37M,0.67%,59.27B,42.73,12.24,-30.80%,112.64M,-0.19%,1.13B,3.51,2.66,89.20%,1.50%,13.39%,3.46B,17.15,34.70%,-0.38%,2.16,27.54%,51.64,10.12,12.89%,13.00%,564.47,59.16%,25.87,20.21,15.27%,15.20%,321.67 - 539.30,43.25%,-,57.52,9.60%,19.60%,-3.07%,0.84,-,5.50,7.50%,70.20%,62.52%,10.89,4444,6.00,19.80%,33.60%,54.49,1.78% 2.19%,Yes,0.00,14.10%,23.20%,0.66,529.00,Yes,0.00,Jul 19 AMC,0.00%,782.34K,522.77,2.10,0.38%,3.64%,19.40%,"513,915",-1.18%
63,IRM,Technology , Business Software & Services , USA,S&P; 500,54.11,0.66,0.90%,294.25M,-0.08%,10.46B,29.53,1.20,-1.31%,276.46M,1.48%,185.20M,1.69,0.27,95.50%,8.66%,8.98%,4.06B,2.58,69.30%,0.43%,13.19,7.11%,7.19,4.94,8.66%,1.60%,39.29,-4.92%,0.64,55.58,32.00%,8.70%,30.78 - 41.53,-5.78%,2.35,-,-6.20%,5.70%,-14.40%,0.66,6.61%,1.00,5.10%,57.10%,15.50%,0.74,24000,1.00,11.70%,15.30%,54.70,2.14% 2.20%,Yes,3.98,7.50%,4.60%,0.61,35.31,Yes,3.92,Jul 27 BMO,350.90%,1.82M,35.55,2.30,0.91%,1.24%,0.62%,"1,107,610",0.68%
64,JNJ,Healthcare , Drug Manufacturers - Major , USA,DJIA S&P500;,23.81,5.48,0.10%,2.69B,-0.56%,350.96B,15.22,8.57,-5.46%,2.68B,1.02%,14.97B,3.09,2.03,68.20%,0.56%,4.05%,80.68B,4.35,-8.50%,0.13%,2.31,0.59%,23.45,5.56,5.26%,0.90%,143.35,-2.21%,6.74,19.35,7.70%,2.10%,118.62 - 148.32,-6.65%,3.60,37.68,7.10%,15.70%,-12.06%,0.68,2.76%,1.30,2.60%,65.80%,9.96%,1.60,134000,1.70,10.60%,22.10%,56.46,0.99% 1.11%,Yes,0.51,4.10%,1.70%,0.83,129.50,Yes,0.47,Jul 17 BMO,572.60%,6.45M,130.43,2.30,0.22%,3.36%,-1.11%,"5,338,951",0.72%
65,KSU,Services , Railroads , USA,S&P; 500,20.81,5.42,0.40%,102.84M,-2.50%,11.61B,16.07,7.03,-1.86%,101.60M,7.85%,560.50M,1.48,1.63,91.70%,2.35%,3.62%,2.64B,4.40,17.80%,1.14%,2.57,6.13%,45.76,2.47,14.63%,10.60%,122.07,6.18%,0.59,190.03,14.02%,21.70%,99.47 - 117.79,7.30%,1.44,56.89,8.80%,8.40%,-4.15%,0.85,1.28%,0.80,2.90%,65.40%,13.50%,2.02,7130,1.20,4.00%,35.40%,50.25,1.55% 1.97%,Yes,0.58,13.80%,36.90%,0.61,113.39,Yes,0.57,Jul 20 BMO,14.90%,929.32K,112.90,2.30,-0.78%,2.81%,3.84%,"563,006",-0.43%
66,KIM,Financial , REIT - Retail , USA,S&P; 500,30.68,0.54,2.70%,426.82M,1.27%,7.12B,25.60,0.65,0.15%,409.63M,0.48%,230.20M,6.67,0.15,91.80%,3.81%,19.21%,1.21B,5.90,12.80%,1.14%,3.79,17.04%,12.86,1.30,-34.47%,3.90%,17.14,-15.15%,0.72,23.31,4.60%,8.50%,13.16 - 20.63,-8.04%,1.12,-,31.00%,3.10%,-19.10%,0.35,6.71%,-,8.60%,72.90%,26.82%,0.35,546,-,-1.30%,30.30%,53.19,1.88% 2.24%,Yes,0.94,-50.50%,37.50%,0.94,16.40,Yes,0.94,Jul 26 BMO,102.40%,4.11M,16.69,2.80,0.74%,0.20%,3.13%,"3,879,231",1.77%
67,KHC,Consumer Goods , Food - Major Diversified , USA,S&P; 500,19.49,3.03,0.10%,1.23B,-1.97%,72.80B,15.23,3.88,-94.37%,601.03M,-6.28%,3.72B,3.67,0.85,88.10%,5.03%,-0.34%,26.18B,2.78,15.70%,0.37%,6.13,-17.84%,53.88,1.10,4.47%,8.90%,68.48,-31.88%,2.73,21.61,5.31%,16.70%,54.11 - 87.20,-24.01%,2.50,-,31.90%,5.40%,-32.24%,-,4.23%,0.70,17.90%,37.30%,9.20%,1.30,39000,1.00,0.70%,23.10%,41.78,1.33% 2.15%,Yes,0.52,-30.80%,40.90%,1.07,59.52,Yes,0.48,Aug 03 BMO,28.50%,4.94M,59.09,2.30,-2.35%,-3.73%,-12.78%,"5,283,370",-0.72%
68,LH,Healthcare , Medical Laboratories & Research , USA,S&P; 500,23.48,7.63,0.30%,102.04M,-0.34%,18.29B,14.71,12.19,-37.77%,101.31M,-3.05%,790.30M,2.01,2.89,96.20%,2.24%,1.32%,11.17B,1.64,2.70%,1.31%,3.11,3.78%,69.06,2.59,5.63%,7.80%,198.81,14.32%,2.17,82.60,11.68%,19.20%,146.68 - 190.35,12.35%,-,14.64,3.80%,7.30%,-5.85%,1.00,-,1.30,13.00%,30.60%,22.18%,2.71,60000,1.40,13.40%,12.30%,45.36,0.87% 1.71%,Yes,0.92,27.00%,11.60%,0.66,180.59,Yes,0.86,Jul 25 BMO,0.00%,729.23K,179.21,2.00,-0.39%,-2.00%,5.05%,"480,105",-0.76%
69,LMT,Industrial Goods , Aerospace/Defense Products & Services , USA,S&P; 500,20.73,15.32,0.10%,286.77M,0.76%,91.11B,16.57,19.18,-10.11%,284.56M,0.06%,4.41B,0.44,4.30,79.00%,0.67%,-0.51%,52.34B,1.74,5.40%,0.33%,1.49,-10.42%,1.46,217.60,12.15%,5.60%,375.76,3.76%,4.12,77.14,47.06%,706.30%,291.52 - 363.00,-1.04%,8.00,111.79,9.30%,33.10%,-12.48%,0.72,2.52%,1.00,1.60%,12.40%,8.98%,5.23,100000,1.20,6.60%,13.00%,50.86,1.32% 1.61%,Yes,34.20,23.50%,5.00%,1.03,318.59,Yes,32.40,Jul 24 BMO,85.40%,1.28M,317.70,2.10,-0.70%,1.58%,-2.32%,"1,321,361",-0.28%
70,MTB,Financial , Regional - Northeast Banks , USA,S&P; 500,16.81,10.33,0.20%,147.90M,-1.98%,25.68B,12.44,13.96,-1.53%,136.18M,3.06%,1.53B,1.08,3.36,81.90%,1.73%,-5.76%,4.34B,5.91,19.10%,0.44%,2.57,-9.55%,99.06,1.75,13.79%,1.20%,191.40,9.56%,59.44,2.92,15.50%,9.80%,141.12 - 197.37,1.56%,3.20,22.15,4.20%,12.00%,-12.02%,0.90,1.84%,-,7.20%,-,23.05%,2.82,15913,-,9.60%,86.90%,49.04,1.31% 1.63%,Yes,0.58,38.50%,33.20%,0.79,175.06,Yes,0.58,Jul 18 BMO,31.20%,920.85K,173.65,2.80,-0.38%,0.35%,-2.29%,"727,768",-0.81%
71,MPC,Basic Materials , Oil & Gas Refining & Marketing , USA,S&P; 500,14.93,5.17,0.30%,466.22M,-5.52%,35.98B,10.83,7.13,-3.00%,461.83M,7.64%,2.51B,0.27,1.69,85.00%,6.33%,0.59%,82.05B,0.44,70.30%,-0.04%,5.65,13.23%,32.59,2.37,39.08%,8.10%,98.69,48.74%,10.72,7.20,55.10%,28.20%,49.30 - 83.33,16.97%,1.84,11.47,-5.30%,10.90%,-7.38%,1.43,2.38%,1.00,-1.80%,11.10%,56.55%,1.81,43800,1.60,22.30%,5.90%,46.93,2.14% 2.23%,Yes,1.15,143.40%,4.90%,1.19,80.11,Yes,1.15,Jul 26 BMO,20.70%,5.17M,77.18,1.60,-1.50%,2.67%,8.57%,"6,162,777",-3.66%
72,MAS,Industrial Goods , General Building Materials , USA,S&P; 500,20.87,1.84,0.40%,315.48M,-2.24%,12.10B,13.21,2.90,-11.13%,307.44M,0.10%,574.00M,1.41,0.70,92.90%,2.61%,1.13%,8.03B,1.51,9.30%,-0.72%,2.54,-10.71%,-0.11,-,15.71%,10.60%,46.65,2.46%,1.22,31.50,14.77%,-743.40%,35.79 - 46.44,-12.74%,0.42,21.60,64.90%,27.40%,-17.45%,1.46,1.10%,1.10,0.40%,32.80%,7.12%,0.76,26000,1.70,11.20%,13.70%,46.25,2.19% 1.99%,Yes,-,34.70%,7.40%,0.64,38.25,Yes,-,Jul 31 BMO,21.70%,3.17M,38.34,2.10,-1.76%,-0.28%,-5.27%,"2,042,097",0.24%
73,MCD,Services , Restaurants , USA,DJIA S&P500;,20.65,7.74,0.10%,786.37M,0.60%,125.72B,19.49,8.20,-4.05%,784.43M,0.08%,6.21B,2.41,2.00,69.50%,0.84%,-1.84%,21.59B,5.82,32.80%,-0.43%,1.79,-0.07%,-7.50,-,6.84%,16.40%,183.62,1.43%,2.06,77.44,8.55%,-126.00%,146.84 - 178.70,-7.11%,4.04,302.44,6.20%,26.20%,-10.53%,0.65,2.53%,1.40,-3.70%,49.80%,8.88%,2.19,235000,1.50,-11.50%,44.60%,52.08,1.31% 1.40%,Yes,-,11.60%,25.30%,0.91,160.60,Yes,-,Jul 26 BMO,57.70%,3.69M,159.88,2.10,1.33%,-0.13%,-2.53%,"3,355,264",-0.45%
74,MET,Financial , Life Insurance , USA,S&P; 500,9.41,4.77,0.10%,1.06B,-3.26%,47.36B,8.17,5.49,0.96%,886.35M,1.52%,5.01B,0.75,1.27,78.40%,1.43%,-6.33%,68.10B,0.70,35.70%,-1.06%,2.31,-3.94%,52.81,0.85,5.19%,0.60%,53.50,-6.11%,15.45,2.90,12.55%,7.70%,43.09 - 55.91,-11.27%,1.68,3.95,31.80%,7.50%,-19.76%,1.22,3.74%,-,-1.90%,-,4.11%,0.87,49000,-,38.20%,8.00%,45.33,1.89% 1.81%,Yes,0.34,10.70%,6.40%,1.06,45.10,Yes,0.33,Aug 01 AMC,38.80%,5.49M,44.86,2.40,-0.88%,-0.98%,-6.99%,"5,796,138",-0.53%
75,MCHP,Technology , Semiconductor - Broad Line , USA,S&P; 500,25.53,3.23,2.19%,263.32M,-15.77%,21.68B,10.84,7.59,-1.00%,230.28M,-13.37%,772.40M,1.59,1.73,-,13.48%,-11.95%,3.98B,5.45,327.10%,0.05%,12.84,0.16%,21.78,3.78,14.16%,1.10%,116.35,-2.31%,2.47,33.37,16.10%,3.20%,78.33 - 104.20,-6.30%,1.45,28.42,38.00%,15.10%,-20.98%,1.12,1.76%,0.80,20.30%,60.80%,5.12%,2.74,14234,1.30,24.70%,21.20%,23.89,3.83% 2.42%,Yes,2.22,-79.80%,3.00%,2.02,84.08,Yes,1.96,Aug 09 AMC,281.70%,2.42M,82.34,1.70,-12.05%,-13.79%,-10.50%,"4,884,606",-2.07%
76,MHK,Consumer Goods , Home Furnishings & Fixtures , USA,S&P; 500,14.42,12.83,0.20%,76.15M,-0.55%,14.09B,12.18,15.19,139.75%,52.28M,-17.51%,961.00M,2.40,3.60,81.40%,5.91%,-12.10%,9.81B,1.44,8.90%,1.31%,2.89,-26.99%,98.74,1.87,11.02%,7.40%,231.53,-25.95%,6.80,27.20,6.00%,12.80%,177.00 - 286.85,-32.92%,-,33.41,30.30%,10.80%,-35.48%,1.31,-,1.00,10.40%,31.20%,4.56%,5.02,38800,1.70,5.10%,13.40%,34.35,2.27% 2.31%,Yes,0.41,-24.70%,9.30%,0.98,181.86,Yes,0.26,Jul 25 AMC,0.00%,1.07M,185.08,1.90,-5.43%,-10.55%,-22.97%,"1,047,112",1.77%
77,MNST,Consumer Goods , Beverages - Soft Drinks , USA,S&P; 500,37.00,1.66,0.60%,550.63M,3.27%,33.78B,31.06,1.98,-1.66%,420.37M,-1.34%,948.10M,2.17,0.46,66.10%,1.67%,27.55%,3.59B,9.42,25.80%,-0.76%,2.30,-4.01%,6.85,8.95,13.77%,17.30%,65.25,13.57%,1.99,30.80,17.09%,21.40%,47.61 - 70.21,-3.08%,-,37.35,19.30%,22.10%,-12.64%,1.31,-,3.30,10.30%,60.50%,28.84%,1.28,2991,3.80,14.70%,33.40%,59.00,2.91% 2.11%,Yes,0.00,23.10%,22.90%,1.11,61.78,Yes,0.00,Aug 08 AMC,0.00%,3.04M,61.34,2.10,1.40%,4.96%,3.61%,"3,371,439",-0.71%
78,MYL,Healthcare , Drugs - Generic , USA,S&P; 500,34.32,1.10,0.40%,543.46M,-3.59%,20.55B,6.87,5.50,-11.02%,482.39M,3.99%,585.80M,4.20,1.25,88.40%,2.01%,-3.47%,11.72B,1.75,66.60%,0.64%,2.06,-8.51%,23.73,1.59,13.39%,1.30%,46.61,25.52%,0.72,52.67,8.17%,3.50%,29.39 - 47.82,-10.61%,-,12.19,-0.10%,4.80%,-20.91%,1.44,-,0.80,11.90%,39.20%,28.68%,1.30,35000,1.30,-5.20%,8.90%,52.12,4.24% 3.43%,Yes,1.21,-86.90%,3.90%,0.92,38.52,Yes,1.09,Aug 08 BMO,0.00%,4.72M,37.82,2.20,2.25%,0.22%,-4.79%,"4,361,409",-1.82%
